지점,지점명,일시,1.5M 정시 습도(%),10CM 정시 토양수분(%),20CM 정시 토양수분(%),30CM 정시 토양수분(%),50CM 정시 토양수분(%),1.5M 정시 기온(°C),1.5M 정시 풍속(m/s),정시 지면온도(°C),정시 초상온도(°C),1.5M 정시 지중온도(°C),정시 누적 순복사(MJ/m2),정시 누적 전천복사(MJ/m2),정시 누적 반사복사(MJ/m2),정시 조도(10lux),정시 지하수위(cm),rain_mm
119,수원(농),2024-10-21 19:00:00,66.2,32.2,39.3,36.7,21.4,17.5,,16.3,16.1,21.6,,100.0,,,,0.9
119,수원(농),2024-10-21 20:00:00,67.3,32.1,39.1,37.0,21.3,17.4,,16.1,15.8,21.6,,100.0,,,,0.9
119,수원(농),2024-10-21 21:00:00,74.5,31.6,38.4,35.9,21.0,17.0,,16.2,15.7,21.6,,100.0,,,,0.9
119,수원(농),2024-10-21 22:00:00,76.3,31.8,39.0,36.9,21.1,16.4,,15.9,15.2,21.6,,100.0,,,,0.9
119,수원(농),2024-10-21 23:00:00,86.8,31.4,38.2,36.1,21.2,15.5,,15.8,15.0,21.6,,100.0,,,,0.9
119,수원(농),2024-10-22 00:00:00,89.2,32.0,39.0,36.4,21.5,15.0,,15.6,14.6,21.6,,100.0,,,,16.4
119,수원(농),2024-10-22 01:00:00,88.0,32.3,39.1,36.5,21.3,15.2,,15.4,14.5,21.6,,100.0,,,,16.4
119,수원(농),2024-10-22 02:00:00,91.0,32.4,39.1,36.5,21.2,15.0,,15.5,14.7,21.6,,100.0,,,,16.4
119,수원(농),2024-10-22 03:00:00,91.2,32.6,39.2,36.7,21.0,14.7,,15.4,14.5,21.5,,100.0,,,,16.4
119,수원(농),2024-10-22 04:00:00,92.6,33.0,39.6,37.4,21.0,14.6,,15.3,14.5,21.6,,100.0,,,,16.4
119,수원(농),2024-10-22 05:00:00,89.5,33.1,39.7,37.3,20.9,14.9,,15.3,14.7,21.5,,100.0,,,,16.4
119,수원(농),2024-10-22 06:00:00,89.0,33.6,40.1,37.1,21.0,15.0,,15.3,14.6,21.5,,100.0,,,,16.4
119,수원(농),2024-10-22 07:00:00,90.4,33.5,39.9,37.4,20.2,14.9,,15.2,14.6,21.5,,,,,,16.4
119,수원(농),2024-10-22 08:00:00,90.3,35.1,40.9,37.5,20.8,15.1,,15.6,15.4,21.5,,,,,,16.4
119,수원(농),2024-10-22 09:00:00,90.5,38.0,42.2,38.7,21.1,15.3,,15.9,15.7,21.5,,,,,,16.4
119,수원(농),2024-10-22 10:00:00,90.3,43.3,44.4,41.4,20.4,15.7,,16.4,16.6,21.5,,,,,,16.4
119,수원(농),2024-10-22 11:00:00,90.9,45.6,45.5,42.1,22.5,15.9,,16.8,16.6,21.5,,,,,,16.4
119,수원(농),2024-10-22 12:00:00,91.7,45.3,44.9,41.3,22.8,15.8,,16.7,16.4,21.5,,,,,,16.4
119,수원(농),2024-10-22 13:00:00,91.0,44.8,45.4,42.0,35.7,16.2,,17.1,17.3,21.5,,,,,,16.4
119,수원(농),2024-10-22 14:00:00,91.1,44.9,45.0,41.4,56.4,16.2,,17.3,17.0,21.5,,,,,,16.4
119,수원(농),2024-10-22 15:00:00,93.9,45.1,45.1,41.6,57.6,16.3,,17.3,17.5,21.5,,,,,,16.4
119,수원(농),2024-10-22 16:00:00,94.0,45.1,45.3,41.9,59.1,16.5,,17.3,17.3,21.5,,,,,,16.4
119,수원(농),2024-10-22 17:00:00,93.9,44.8,45.3,41.5,58.9,16.5,,17.1,16.9,21.5,,,,,,16.4
119,수원(농),2024-10-22 18:00:00,94.5,44.4,45.3,42.1,59.0,16.5,,16.9,16.6,21.5,,100.0,,,,16.4
119,수원(농),2024-10-22 19:00:00,94.6,45.1,45.5,42.3,59.1,16.6,,16.9,16.7,21.5,,100.0,,,,16.4
119,수원(농),2024-10-22 20:00:00,94.1,45.2,45.4,42.1,56.9,16.4,,16.8,16.4,21.5,,100.0,,,,16.4
119,수원(농),2024-10-22 21:00:00,94.7,45.2,44.3,41.6,59.2,16.4,,16.8,16.5,21.5,,100.0,,,,16.4
119,수원(농),2024-10-22 22:00:00,94.8,45.1,44.3,41.1,60.0,16.6,,16.8,16.7,21.5,,100.0,,,,16.4
119,수원(농),2024-10-22 23:00:00,92.3,45.2,43.7,41.2,58.4,15.9,,16.4,15.8,21.4,,100.0,,,,16.4
119,수원(농),2024-10-23 00:00:00,91.5,45.3,42.8,40.9,58.6,15.4,,16.0,15.2,21.4,,100.0,,,,1.5
119,수원(농),2024-10-23 01:00:00,89.0,45.4,43.4,41.1,57.8,14.6,,15.3,14.1,21.4,,100.0,,,,1.5
119,수원(농),2024-10-23 02:00:00,79.1,44.8,43.6,41.0,59.4,14.9,,14.7,13.4,21.4,,,,,,1.5
119,수원(농),2024-10-23 03:00:00,80.2,44.3,43.4,41.4,58.0,14.5,,14.5,13.5,21.4,,100.0,,,,1.5
119,수원(농),2024-10-23 04:00:00,77.2,43.8,43.5,40.9,59.4,13.8,,14.0,12.8,21.4,,100.0,,,,1.5
119,수원(농),2024-10-23 05:00:00,80.7,44.2,43.8,41.3,58.6,12.8,,13.4,11.7,21.4,,100.0,,,,1.5
119,수원(농),2024-10-23 06:00:00,88.0,44.4,43.6,41.6,59.0,12.2,,13.3,11.6,21.4,,100.0,,,,1.5
119,수원(농),2024-10-23 07:00:00,72.9,44.2,43.5,41.4,59.4,12.5,,12.8,10.6,21.3,,,,,,1.5
119,수원(농),2024-10-23 08:00:00,68.5,44.4,43.5,41.7,59.6,12.9,,12.8,11.0,21.3,,,,,,1.5
119,수원(농),2024-10-23 09:00:00,66.3,44.6,43.7,41.6,59.4,13.6,,14.4,13.9,21.4,,,,,,1.5
119,수원(농),2024-10-23 10:00:00,67.2,44.3,43.7,42.5,59.5,14.4,,16.7,17.4,21.4,,,,,,1.5
119,수원(농),2024-10-23 11:00:00,64.4,44.6,43.5,42.4,59.3,14.0,,16.6,16.4,21.4,,,,,,1.5
119,수원(농),2024-10-23 12:00:00,64.3,44.2,44.0,43.6,58.5,14.3,,17.9,18.4,21.4,,,,,,1.5
119,수원(농),2024-10-23 13:00:00,61.2,44.2,44.0,43.7,59.3,15.3,,23.1,26.0,21.4,,,,,,1.5
119,수원(농),2024-10-23 14:00:00,59.8,44.3,43.9,43.6,58.2,15.2,,22.9,23.1,21.4,,,,,,1.5
119,수원(농),2024-10-23 15:00:00,59.3,44.0,43.7,44.1,58.2,15.0,,21.0,20.8,21.4,,,,,,1.5
119,수원(농),2024-10-23 16:00:00,61.6,44.1,43.3,43.6,60.0,14.9,,18.2,17.7,21.4,,,,,,1.5
119,수원(농),2024-10-23 17:00:00,64.6,44.4,43.5,45.2,59.6,14.2,,15.3,14.1,21.3,,,,,,1.5
119,수원(농),2024-10-23 18:00:00,65.8,44.0,43.6,45.3,59.3,13.6,,14.1,12.7,21.3,,100.0,,,,1.5
119,수원(농),2024-10-23 19:00:00,73.6,44.7,44.1,45.8,58.6,12.6,,13.4,10.5,21.2,,100.0,,,,1.5
119,수원(농),2024-10-23 20:00:00,74.4,45.0,43.3,46.1,60.1,11.8,,12.5,9.3,21.2,,100.0,,,,1.5
119,수원(농),2024-10-23 21:00:00,78.6,44.3,43.6,47.1,59.0,10.7,,11.5,7.3,21.2,,100.0,,,,1.5
119,수원(농),2024-10-23 22:00:00,84.5,44.6,44.0,46.4,60.6,9.4,,10.7,6.1,21.2,,100.0,,,,1.5
119,수원(농),2024-10-23 23:00:00,81.1,44.9,43.5,46.6,59.4,9.5,,10.2,6.7,21.2,,100.0,,,,1.5
119,수원(농),2024-10-24 00:00:00,85.2,44.6,44.2,46.6,59.7,8.7,,9.7,6.1,21.2,,100.0,,,,0.0
119,수원(농),2024-10-24 01:00:00,88.6,44.7,43.6,46.9,59.7,7.9,,9.2,5.1,21.2,,100.0,,,,0.0
119,수원(농),2024-10-24 02:00:00,91.4,44.9,43.8,46.7,58.9,7.1,,8.7,4.5,21.1,,100.0,,,,0.0
119,수원(농),2024-10-24 03:00:00,92.0,44.6,43.8,47.2,59.7,6.9,,8.4,4.5,21.1,,100.0,,,,0.0
119,수원(농),2024-10-24 04:00:00,93.0,45.0,44.0,47.5,58.1,6.1,,8.0,4.1,21.1,,100.0,,,,0.0
119,수원(농),2024-10-24 05:00:00,93.6,44.8,43.6,47.3,59.3,5.7,,7.7,3.8,21.1,,100.0,,,,0.0
119,수원(농),2024-10-24 06:00:00,94.5,45.0,43.9,47.6,58.9,5.9,,7.5,3.7,21.1,,100.0,,,,0.0
119,수원(농),2024-10-24 07:00:00,94.4,44.9,43.8,47.6,59.1,5.7,,7.3,3.8,21.0,,,,,,0.0
119,수원(농),2024-10-24 08:00:00,94.8,44.9,43.8,47.2,59.3,7.6,,8.6,8.0,21.1,,,,,,0.0
119,수원(농),2024-10-24 09:00:00,74.3,44.8,44.1,47.1,58.7,11.4,,13.1,14.6,21.2,,,,,,0.0
119,수원(농),2024-10-24 10:00:00,65.5,44.8,43.7,47.5,58.5,12.9,,17.7,19.0,21.3,,,,,,0.0
119,수원(농),2024-10-24 11:00:00,56.0,44.5,43.9,47.1,60.0,15.0,,23.1,23.9,21.3,,,,,,0.0
119,수원(농),2024-10-24 12:00:00,51.2,44.3,43.9,48.0,58.3,16.0,,25.9,29.7,21.3,,,,,,0.0
119,수원(농),2024-10-24 13:00:00,49.8,43.6,43.1,48.1,59.1,16.9,,26.5,29.5,21.3,,,,,,0.0
119,수원(농),2024-10-24 14:00:00,45.9,43.9,43.6,47.4,60.3,17.6,,26.3,29.2,21.3,,,,,,0.0
119,수원(농),2024-10-24 15:00:00,46.1,43.4,43.3,48.7,58.1,17.9,,24.1,24.9,21.3,,,,,,0.0
119,수원(농),2024-10-24 16:00:00,47.0,43.6,43.8,47.9,58.4,17.8,,19.3,21.2,21.3,,,,,,0.0
119,수원(농),2024-10-24 17:00:00,51.1,43.4,43.4,48.4,58.6,17.2,,16.3,16.3,21.2,,,,,,0.0
119,수원(농),2024-10-24 18:00:00,62.1,43.4,44.0,48.0,58.7,14.9,,14.2,10.9,21.1,,100.0,,,,0.0
119,수원(농),2024-10-24 19:00:00,70.4,43.1,43.9,48.1,58.7,13.3,,12.8,8.7,21.1,,100.0,,,,0.0
119,수원(농),2024-10-24 20:00:00,77.9,41.5,43.8,48.2,60.4,12.1,,11.9,7.9,21.1,,100.0,,,,0.0
119,수원(농),2024-10-24 21:00:00,84.8,41.3,43.3,48.5,59.6,10.9,,11.1,7.2,21.0,,100.0,,,,0.0
119,수원(농),2024-10-24 22:00:00,87.6,41.4,43.4,48.1,58.4,10.2,,10.6,7.1,21.0,,100.0,,,,0.0
119,수원(농),2024-10-24 23:00:00,89.4,41.0,43.3,48.3,59.8,9.6,,10.1,6.6,21.0,,100.0,,,,0.0
119,수원(농),2024-10-25 00:00:00,91.6,40.4,43.6,47.9,59.1,9.1,,9.7,6.1,21.0,,100.0,,,,0.0
119,수원(농),2024-10-25 01:00:00,92.2,40.1,43.9,48.5,58.6,8.5,,9.4,5.8,21.0,,100.0,,,,0.0
119,수원(농),2024-10-25 02:00:00,93.3,40.4,43.5,48.9,59.6,8.1,,9.0,5.6,21.0,,100.0,,,,0.0
119,수원(농),2024-10-25 03:00:00,93.8,40.1,43.8,49.6,59.1,7.7,,8.6,5.1,21.0,,100.0,,,,0.0
119,수원(농),2024-10-25 04:00:00,94.1,39.7,44.2,49.9,60.3,7.5,,8.4,4.9,20.9,,100.0,,,,0.0
119,수원(농),2024-10-25 05:00:00,94.5,39.7,44.3,50.0,59.3,7.6,,8.2,4.8,21.0,,100.0,,,,0.0
119,수원(농),2024-10-25 06:00:00,94.4,39.6,44.2,49.6,58.9,7.3,,7.9,4.5,21.0,,100.0,,,,0.0
119,수원(농),2024-10-25 07:00:00,94.6,39.3,43.7,49.4,59.9,7.4,,7.8,4.9,20.9,,,,,,0.0
119,수원(농),2024-10-25 08:00:00,92.8,39.2,43.5,49.7,59.2,10.1,,9.3,9.5,21.0,,,,,,0.0
119,수원(농),2024-10-25 09:00:00,67.6,39.0,44.1,48.6,59.8,13.6,,13.7,15.0,21.1,,,,,,0.0
119,수원(농),2024-10-25 10:00:00,58.1,39.1,43.5,48.6,59.7,15.7,,16.9,19.3,21.1,,,,,,0.0
119,수원(농),2024-10-25 11:00:00,43.7,38.9,44.1,48.9,59.5,17.8,,22.3,22.8,21.2,,,,,,0.0
119,수원(농),2024-10-25 12:00:00,36.3,39.0,43.9,48.4,59.6,19.6,,25.0,34.7,21.2,,,,,,0.0
119,수원(농),2024-10-25 13:00:00,34.2,38.8,43.5,48.7,58.4,20.3,,26.4,34.5,21.2,,,,,,0.0
119,수원(농),2024-10-25 14:00:00,30.6,38.0,43.9,48.5,58.8,21.1,,25.8,33.4,21.2,,,,,,0.0
119,수원(농),2024-10-25 15:00:00,32.1,36.8,43.2,46.9,61.1,21.4,,23.6,28.6,21.2,,,,,,0.0
119,수원(농),2024-10-25 16:00:00,34.1,37.0,42.7,45.6,59.8,20.8,,19.4,22.9,21.1,,,,,,0.0
119,수원(농),2024-10-25 17:00:00,44.9,36.5,42.8,44.1,58.5,19.7,,17.1,17.8,21.1,,,,,,0.0
119,수원(농),2024-10-25 18:00:00,56.4,36.1,42.5,43.7,58.9,17.5,,15.5,13.4,21.0,,100.0,,,,0.0
119,수원(농),2024-10-25 19:00:00,61.1,36.7,42.3,43.5,59.8,16.4,,14.5,12.0,21.0,,100.0,,,,0.0
119,수원(농),2024-10-25 20:00:00,69.0,36.1,42.2,43.3,60.0,14.9,,13.8,11.2,21.0,,100.0,,,,0.0
119,수원(농),2024-10-25 21:00:00,74.1,36.2,42.3,43.5,59.6,14.1,,13.3,10.7,20.9,,100.0,,,,0.0
119,수원(농),2024-10-25 22:00:00,79.1,36.5,42.4,42.9,59.7,13.3,,12.7,10.1,20.9,,100.0,,,,0.0
119,수원(농),2024-10-25 23:00:00,81.7,36.0,42.1,43.1,60.6,12.6,,12.1,9.1,20.9,,100.0,,,,0.0
119,수원(농),2024-10-26 00:00:00,84.7,35.8,42.2,43.0,59.6,11.9,,11.6,8.9,20.9,,100.0,,,,0.0
119,수원(농),2024-10-26 01:00:00,87.3,36.1,41.6,42.2,60.1,11.4,,11.6,9.1,20.9,,100.0,,,,0.0
119,수원(농),2024-10-26 02:00:00,87.9,35.7,41.9,42.4,59.1,11.3,,11.2,8.4,20.9,,100.0,,,,0.0
119,수원(농),2024-10-26 03:00:00,86.6,35.9,42.1,42.3,59.4,11.2,,10.8,8.3,20.9,,100.0,,,,0.0
119,수원(농),2024-10-26 04:00:00,89.9,35.5,42.4,42.6,60.1,10.3,,10.2,7.0,20.8,,100.0,,,,0.0
119,수원(농),2024-10-26 05:00:00,91.1,36.1,41.8,42.4,59.2,9.7,,9.7,6.4,20.8,,100.0,,,,0.0
119,수원(농),2024-10-26 06:00:00,92.0,35.6,41.2,42.3,59.3,9.3,,9.5,6.3,20.8,,100.0,,,,0.0
119,수원(농),2024-10-26 07:00:00,92.5,35.4,41.6,41.8,58.9,9.2,,9.4,6.4,20.8,,,,,,0.0
119,수원(농),2024-10-26 08:00:00,90.0,35.7,41.5,41.5,59.8,11.2,,10.8,11.0,20.9,,,,,,0.0
119,수원(농),2024-10-26 09:00:00,67.3,35.3,41.6,41.1,60.1,16.2,,15.5,17.7,21.0,,,,,,0.0
119,수원(농),2024-10-26 10:00:00,61.5,35.3,41.3,41.3,59.1,18.0,,17.1,21.2,21.0,,,,,,0.0
119,수원(농),2024-10-26 11:00:00,59.0,35.5,41.8,41.4,59.9,19.6,,24.5,23.8,21.0,,,,,,0.0
119,수원(농),2024-10-26 12:00:00,53.4,35.0,41.5,40.9,59.9,20.7,,27.4,35.9,21.0,,,,,,0.0
119,수원(농),2024-10-26 13:00:00,51.4,35.1,41.7,41.0,59.0,21.8,,29.3,38.2,21.0,,,,,,0.0
119,수원(농),2024-10-26 14:00:00,49.1,34.6,41.3,41.1,59.6,22.4,,28.8,36.1,21.0,,,,,,0.0
119,수원(농),2024-10-26 15:00:00,48.4,34.7,41.1,40.8,60.3,22.9,,26.8,30.4,21.0,,,,,,0.0
119,수원(농),2024-10-26 16:00:00,49.7,34.3,41.0,40.5,59.3,23.0,,21.9,25.8,21.0,,,,,,0.0
119,수원(농),2024-10-26 17:00:00,52.8,33.8,40.6,40.3,57.8,22.3,,19.0,20.8,21.0,,,,,,0.0
119,수원(농),2024-10-26 18:00:00,62.1,34.1,40.6,40.1,59.9,20.2,,17.0,15.2,20.9,,100.0,,,,0.0
119,수원(농),2024-10-26 19:00:00,73.4,33.8,40.6,40.0,59.4,18.3,,16.7,15.2,20.8,,100.0,,,,0.0
119,수원(농),2024-10-26 20:00:00,71.6,33.8,40.7,39.8,60.0,18.0,,15.5,13.0,20.8,,100.0,,,,0.0
119,수원(농),2024-10-26 21:00:00,71.9,33.9,40.6,39.7,59.4,17.3,,14.6,12.7,20.8,,100.0,,,,0.0
119,수원(농),2024-10-26 22:00:00,74.3,34.0,40.8,39.5,60.3,16.4,,13.9,11.4,20.8,,100.0,,,,0.0
119,수원(농),2024-10-26 23:00:00,79.5,33.4,40.2,38.7,58.2,15.2,,13.4,10.7,20.8,,100.0,,,,0.0
119,수원(농),2024-10-27 00:00:00,84.4,33.5,40.8,39.7,59.1,14.2,,13.1,10.5,20.7,,100.0,,,,0.8
119,수원(농),2024-10-27 01:00:00,86.1,33.7,40.4,39.5,59.0,13.8,,13.1,11.2,20.8,,100.0,,,,0.8
119,수원(농),2024-10-27 02:00:00,84.2,33.3,39.5,39.3,60.4,13.9,,13.1,11.1,20.7,,100.0,,,,0.8
119,수원(농),2024-10-27 03:00:00,84.6,32.8,40.3,39.0,59.0,13.8,,13.0,11.1,20.7,,100.0,,,,0.8
119,수원(농),2024-10-27 04:00:00,83.2,33.6,40.6,38.8,58.7,13.9,,12.9,11.1,20.7,,100.0,,,,0.8
119,수원(농),2024-10-27 05:00:00,85.7,33.1,40.4,38.9,60.0,13.5,,13.0,11.7,20.7,,100.0,,,,0.8
119,수원(농),2024-10-27 06:00:00,84.8,33.1,40.1,39.4,58.8,13.8,,13.4,12.1,20.7,,100.0,,,,0.8
119,수원(농),2024-10-27 07:00:00,85.0,33.3,40.2,39.5,58.4,13.6,,13.1,12.0,20.7,,,,,,0.8
119,수원(농),2024-10-27 08:00:00,85.2,33.3,40.3,39.0,58.0,14.3,,14.3,14.5,20.7,,,,,,0.8
119,수원(농),2024-10-27 09:00:00,74.0,33.1,40.2,38.6,59.0,16.0,,15.7,16.2,20.8,,,,,,0.8
119,수원(농),2024-10-27 10:00:00,70.1,33.3,40.1,38.2,59.0,17.5,,19.3,22.7,20.8,,,,,,0.8
119,수원(농),2024-10-27 11:00:00,69.1,32.9,39.9,38.9,60.1,19.0,,22.0,26.3,20.8,,,,,,0.8
119,수원(농),2024-10-27 12:00:00,68.8,32.8,40.6,38.6,59.6,19.3,,21.3,24.8,20.8,,,,,,0.8
119,수원(농),2024-10-27 13:00:00,66.7,33.0,39.7,38.5,59.3,19.0,,20.4,22.6,20.8,,,,,,0.8
119,수원(농),2024-10-27 14:00:00,63.9,32.9,39.4,38.0,60.0,19.2,,21.6,24.2,20.8,,,,,,0.8
119,수원(농),2024-10-27 15:00:00,68.4,32.8,39.6,38.4,58.5,18.2,,18.7,19.7,20.7,,,,,,0.8
119,수원(농),2024-10-27 16:00:00,76.8,32.7,39.8,38.4,59.5,16.7,,17.0,15.3,20.7,,,,,,0.8
119,수원(농),2024-10-27 17:00:00,86.2,33.0,39.5,38.1,59.3,15.7,,16.3,15.0,20.7,,,,,,0.8
119,수원(농),2024-10-27 18:00:00,88.1,32.7,40.1,38.2,60.3,15.0,,15.6,14.3,20.6,,100.0,,,,0.8
119,수원(농),2024-10-27 19:00:00,87.0,33.1,40.0,38.6,58.3,14.7,,15.0,13.7,20.6,,100.0,,,,0.8
119,수원(농),2024-10-27 20:00:00,89.6,33.1,40.2,38.3,58.9,14.4,,14.5,12.3,20.6,,100.0,,,,0.8
119,수원(농),2024-10-27 21:00:00,92.1,33.3,39.8,38.2,58.6,14.0,,14.0,11.7,20.6,,100.0,,,,0.8
119,수원(농),2024-10-27 22:00:00,93.2,33.6,39.8,38.5,58.9,13.6,,13.4,11.4,20.6,,100.0,,,,0.8
119,수원(농),2024-10-27 23:00:00,93.8,33.2,40.1,38.6,59.3,13.1,,13.0,10.2,20.6,,100.0,,,,0.8
119,수원(농),2024-10-28 00:00:00,94.1,33.2,39.9,38.9,59.0,12.9,,12.5,9.8,20.6,,100.0,,,,0.0
119,수원(농),2024-10-28 01:00:00,94.0,33.1,39.9,38.6,59.0,12.2,,11.9,8.8,20.5,,100.0,,,,0.0
119,수원(농),2024-10-28 02:00:00,95.3,33.1,39.9,38.4,59.3,11.8,,12.3,10.1,20.5,,100.0,,,,0.0
119,수원(농),2024-10-28 03:00:00,95.8,33.4,40.0,38.3,59.8,12.5,,13.4,13.1,20.6,,,,,,0.0
119,수원(농),2024-10-28 04:00:00,95.7,33.3,40.1,38.4,59.5,13.3,,13.9,13.8,20.6,,,,,,0.0
119,수원(농),2024-10-28 05:00:00,94.5,32.9,40.3,38.2,59.1,13.4,,13.8,12.9,20.6,,100.0,,,,0.0
119,수원(농),2024-10-28 06:00:00,94.5,33.3,40.2,38.5,59.0,13.5,,14.1,13.6,20.5,,100.0,,,,0.0
119,수원(농),2024-10-28 07:00:00,92.2,33.1,39.9,38.7,60.2,13.5,,14.0,13.3,20.5,,,,,,0.0
119,수원(농),2024-10-28 08:00:00,88.6,33.2,40.0,38.4,59.3,13.8,,14.6,14.6,20.6,,,,,,0.0
119,수원(농),2024-10-28 09:00:00,81.6,33.2,40.5,38.3,58.3,14.7,,16.1,16.1,20.6,,,,,,0.0
119,수원(농),2024-10-28 10:00:00,78.2,33.1,40.3,38.6,59.1,15.0,,16.8,17.3,20.6,,,,,,0.0
119,수원(농),2024-10-28 11:00:00,73.7,32.7,39.7,37.9,60.2,16.0,,19.0,19.2,20.6,,,,,,0.0
119,수원(농),2024-10-28 12:00:00,69.9,32.7,39.6,38.4,60.7,17.0,,22.1,24.8,20.6,,,,,,0.0
119,수원(농),2024-10-28 13:00:00,64.1,33.0,39.9,38.3,58.5,18.5,,24.5,29.1,20.7,,,,,,0.0
119,수원(농),2024-10-28 14:00:00,62.5,32.6,40.2,37.5,57.9,19.2,,23.3,26.9,20.7,,,,,,0.0
119,수원(농),2024-10-28 15:00:00,59.2,33.2,39.8,37.8,57.3,19.4,,21.9,24.5,20.7,,,,,,0.0
119,수원(농),2024-10-28 16:00:00,62.8,32.3,39.8,37.8,56.8,19.0,,19.1,20.5,20.6,,,,,,0.0
119,수원(농),2024-10-28 17:00:00,64.6,32.9,38.3,38.4,59.2,18.6,,17.6,18.4,20.6,,,,,,0.0
119,수원(농),2024-10-28 18:00:00,67.2,32.6,39.7,38.4,60.8,18.2,,16.8,16.9,20.5,,100.0,,,,0.0
119,수원(농),2024-10-28 19:00:00,69.2,32.3,38.4,37.4,57.4,17.9,,16.2,16.1,20.5,,100.0,,,,0.0
119,수원(농),2024-10-28 20:00:00,63.1,32.1,39.5,38.0,57.6,17.7,,15.6,16.5,20.5,,100.0,,,,0.0
119,수원(농),2024-10-28 21:00:00,62.0,32.5,39.1,37.8,59.8,17.0,,15.0,15.9,20.5,,100.0,,,,0.0
119,수원(농),2024-10-28 22:00:00,62.4,32.2,39.0,37.5,58.5,16.5,,14.3,15.0,20.5,,100.0,,,,0.0
119,수원(농),2024-10-28 23:00:00,63.7,31.7,39.0,37.1,58.5,16.0,,14.2,14.9,20.5,,100.0,,,,0.0
119,수원(농),2024-10-29 00:00:00,65.5,31.9,39.0,37.5,60.4,15.3,,13.7,14.1,20.5,,100.0,,,,0.0
119,수원(농),2024-10-29 01:00:00,65.5,32.2,39.2,37.0,59.2,14.9,,13.3,13.7,20.5,,100.0,,,,0.0
119,수원(농),2024-10-29 02:00:00,65.3,32.0,39.3,37.0,58.3,14.7,,13.2,13.6,20.5,,100.0,,,,0.0
119,수원(농),2024-10-29 03:00:00,66.4,31.5,38.5,37.5,58.8,14.4,,13.1,13.3,20.4,,100.0,,,,0.0
119,수원(농),2024-10-29 04:00:00,66.5,31.8,38.7,37.8,59.9,14.1,,12.5,12.0,20.4,,100.0,,,,0.0
119,수원(농),2024-10-29 05:00:00,66.6,31.7,38.9,36.6,58.8,13.9,,12.4,12.3,20.4,,100.0,,,,0.0
119,수원(농),2024-10-29 06:00:00,63.4,31.6,38.8,37.2,58.9,13.7,,12.2,12.0,20.4,,100.0,,,,0.0
119,수원(농),2024-10-29 07:00:00,63.0,31.6,38.5,36.6,59.3,13.8,,12.1,12.8,20.4,,,,,,0.0
119,수원(농),2024-10-29 08:00:00,63.6,31.5,38.5,37.3,60.2,13.7,,12.6,13.3,20.4,,,,,,0.0
119,수원(농),2024-10-29 09:00:00,58.8,31.5,38.6,37.6,59.4,14.5,,13.9,15.9,20.4,,,,,,0.0
119,수원(농),2024-10-29 10:00:00,53.7,31.7,38.0,36.8,56.6,15.1,,15.3,18.3,20.5,,,,,,0.0
119,수원(농),2024-10-29 11:00:00,50.1,31.4,38.5,36.4,59.0,16.5,,19.1,24.3,20.5,,,,,,0.0
119,수원(농),2024-10-29 12:00:00,46.2,31.6,37.8,37.1,57.4,18.3,,23.0,27.7,20.6,,,,,,0.0
119,수원(농),2024-10-29 13:00:00,47.2,31.5,38.2,36.7,56.0,18.3,,22.0,25.6,20.5,,,,,,0.0
119,수원(농),2024-10-29 14:00:00,48.7,31.7,37.4,36.7,57.2,19.0,,22.8,27.2,20.5,,,,,,0.0
119,수원(농),2024-10-29 15:00:00,48.8,30.7,37.6,36.3,54.7,18.9,,21.4,25.2,20.5,,,,,,0.0
119,수원(농),2024-10-29 16:00:00,48.7,31.3,37.8,35.9,54.3,18.9,,19.8,22.9,20.5,,,,,,0.0
119,수원(농),2024-10-29 17:00:00,50.6,31.0,37.2,35.2,54.4,18.9,,17.6,18.3,20.5,,,,,,0.0
119,수원(농),2024-10-29 18:00:00,66.8,30.9,38.0,36.4,53.3,16.2,,15.6,13.9,20.4,,100.0,,,,0.0
119,수원(농),2024-10-29 19:00:00,68.0,31.0,37.8,36.5,49.0,15.4,,14.8,12.4,20.4,,100.0,,,,0.0
119,수원(농),2024-10-29 20:00:00,72.8,30.8,37.6,36.1,47.0,15.1,,14.9,13.1,20.4,,100.0,,,,0.0
119,수원(농),2024-10-29 21:00:00,75.8,30.6,37.3,36.6,44.3,14.4,,13.9,11.8,20.3,,100.0,,,,0.0
119,수원(농),2024-10-29 22:00:00,78.6,30.5,37.9,35.8,41.2,14.3,,14.1,12.1,20.3,,100.0,,,,0.0
119,수원(농),2024-10-29 23:00:00,79.2,30.5,37.6,35.5,40.5,14.3,,14.4,13.1,20.3,,100.0,,,,0.0
119,수원(농),2024-10-30 00:00:00,83.1,30.4,37.5,35.7,38.2,13.4,,13.1,10.5,20.3,,100.0,,,,0.0
119,수원(농),2024-10-30 01:00:00,87.6,30.3,37.2,35.5,36.5,12.4,,12.3,9.3,20.3,,100.0,,,,0.0
119,수원(농),2024-10-30 02:00:00,91.3,30.5,37.6,36.2,35.8,11.5,,11.7,8.8,20.3,,100.0,,,,0.0
119,수원(농),2024-10-30 03:00:00,91.3,30.2,37.4,36.0,33.2,11.2,,11.6,8.6,20.3,,100.0,,,,0.0
119,수원(농),2024-10-30 04:00:00,92.1,30.3,37.6,35.3,31.1,10.7,,11.1,7.9,20.3,,100.0,,,,0.0
119,수원(농),2024-10-30 05:00:00,92.3,30.3,37.0,35.7,28.2,10.7,,11.0,8.4,20.2,,100.0,,,,0.0
